id;codeTypePieceIdentite;DATE_OBTENTION;codePostal
251511;1;25/05/93;8010
258375;1;09/09/94;2056
975525;1;06/05/94;1003
357417;1;16/07/86;3000
1321447;1;09/08/85;3000
245179;1;14/08/85;3001
364348;1;22/08/85;3000
1104839;1;16/04/01;2000
33881;1;01/08/01;1145
73149;1;09/11/01;2040
27029;1;16/06/90;3000
86974;1;09/06/90;3021
314342;1;04/01/82;2073
225026;1;26/05/80;2041
280177;1;04/05/79;3000
944165;1;07/12/72;3003
1325866;1;21/06/02;1004
1025134;1;31/08/02;2070
196016;1;14/06/02;2036
42887;1;25/04/86;2042
428777;1;20/06/86;9040
947782;1;10/05/85;2033
983680;1;26/03/92;1004
895949;1;26/03/92;2073
1024212;1;23/01/92;1100
666922;1;06/03/93;1002
889398;1;30/05/92;1009
74890;1;09/12/78;2037
1320592;1;30/09/78;5035
1093517;1;04/08/70;3000
979704;1;09/12/70;2013
887200;1;07/12/70;2080
1223831;1;23/06/70;3002
48815;1;06/09/80;2041
48537;1;25/09/80;4100
1052252;1;22/09/80;3039
960960;1;07/01/81;1055
77984;1;18/08/80;1091
1000195;1;24/10/80;1000
903719;1;02/12/80;2080
952846;1;02/10/02;2092
45026;1;17/08/02;1001
256983;1;14/03/02;2045
1301601;1;04/12/78;2015
49487;1;05/10/78;6000
1228966;1;29/12/82;2080
1076466;1;02/10/79;8031
1382366;1;12/07/79;3000
123840;1;28/04/80;7014
1079466;1;03/06/74;2033
49050;1;09/08/73;2051
135872;1;22/10/68;2070
209301;1;08/11/68;1006
1235162;1;22/09/70;2083
1019392;1;13/01/81;4116
367867;1;02/09/77;7033
1371290;1;10/11/84;
251749;1;04/12/75;4170
881906;1;13/09/76;2013
1095176;1;10/12/81;1004
885795;1;21/04/67;2036
1335899;1;14/11/80;3000
1225410;1;11/02/80;2037
1046668;1;19/12/80;1000
523506;1;11/02/76;1053
396464;1;26/04/76;3020
1297119;1;29/04/76;2042
518114;1;05/02/75;3013
35358;1;25/03/76;8010
1095785;1;15/01/77;3060
209866;1;04/05/76;2073
1044798;1;14/04/64;2091
1044862;1;16/06/67;2060
380771;1;17/09/62;
340797;1;04/03/66;8090
101252;1;02/12/62;1002
966116;1;10/11/81;7100
945478;1;19/10/81;8080
978739;1;03/11/81;4100
1222762;1;08/01/82;2037
965515;1;06/10/81;3000
900089;1;25/10/78;2046
802922;1;22/05/79;2052
1018865;1;08/05/79;2033
872818;1;14/05/79;2000
917775;1;09/05/79;1055
179406;1;17/09/76;2080
905722;1;31/05/84;2033
1034344;1;11/06/84;2025
530059;1;11/09/57;8000
102769;1;18/08/69;2070
171863;1;26/08/82;2000
1335479;1;09/11/82;2082
56026;1;17/06/82;2000
501936;1;15/07/82;1009
886461;1;18/08/82;2074
172512;1;11/05/82;0
988996;1;07/09/89;2000
1219142;1;11/09/89;2037
1386063;1;23/09/88;
27023;1;04/11/89;1095
987385;1;24/01/06;3000
217702;1;04/08/06;3013
232994;1;25/11/06;3011
1092489;1;16/03/06;7032
285764;1;13/12/94;2074
890067;1;29/12/79;3000
943499;1;05/02/85;3050
229261;1;11/02/85;3000
1295480;1;02/03/65;2010
147450;1;07/10/71;3000
1096370;1;20/08/73;3000
1401090;1;18/08/73;1000
1103910;1;22/03/73;1005
1302436;1;15/09/72;3000
211940;1;06/01/77;3041
885448;1;22/09/82;2068
248272;1;16/02/81;8080
416828;1;19/06/86;1100
1419980;1;23/09/85;2021
147880;1;08/01/86;8030
878511;1;06/01/84;3000
256991;1;23/11/83;2062
1219378;1;03/01/84;8000
1082416;1;13/03/74;
998032;1;12/07/75;3100
1291432;1;21/09/89;1004
461657;1;24/03/88;2070
951359;1;27/03/87;2068
1042614;1;01/07/89;3078
1042393;1;06/03/93;3000
380446;1;30/04/15;
389492;1;14/11/87;1000
1227999;1;28/04/83;1003
881239;1;26/08/88;2074
880578;1;11/05/84;2074
275666;1;14/01/06;2010
279733;1;23/12/05;2078
292492;1;18/07/06;8116
1063978;1;21/06/06;3000
257989;1;12/02/76;2092
1093884;1;24/08/76;3000
991562;1;08/12/75;2050
336717;1;13/10/84;2000
430148;1;22/11/84;3000
887137;1;16/10/84;4023
1306582;1;06/11/84;3071
216022;1;24/12/79;2041
248090;1;08/10/80;2097
1165490;1;28/08/79;2036
892629;1;06/06/79;2040
322849;1;07/04/87;5000
391497;1;02/12/87;2000
1104028;1;30/09/87;3000
227411;1;15/08/87;8020
1219879;1;23/05/86;1110
1228092;1;09/02/82;7050
565787;1;03/02/82;7000
984534;1;23/09/81;9000
32737;1;14/11/81;4011
879433;1;25/11/81;3089
545670;1;26/10/81;5029
462264;1;02/04/81;0000
398994;1;22/09/80;2080
1212046;1;04/02/81;1008
353242;1;04/02/81;3000
902279;1;27/06/83;2052
938947;1;28/06/83;2090
30454;1;15/11/90;2000
431833;1;28/07/90;2017
239356;1;25/09/91;2013
5760;1;21/09/70;2070
907841;1;24/05/73;2070
979740;1;10/06/72;2026
1038533;1;03/03/11;3011
1051200;1;23/12/92;2091
396347;1;29/04/92;1002
476432;1;03/08/91;1002
365528;1;14/04/92;1145
884094;1;30/11/91;1002
1042473;1;01/07/95;3000
1089976;1;19/03/97;3052
1371629;1;09/12/95;
272800;1;25/04/78;5080
1300180;1;24/01/78;2082
1221526;1;25/05/57;4180
1096837;1;26/05/57;3032
895170;1;23/11/54;1002
48359;1;29/11/54;3060
882527;1;15/09/80;2037
65613;1;07/12/96;1002
381882;1;20/08/96;1057
1225602;1;13/01/01;2074
45411;1;20/04/74;2051
86697;1;01/02/77;2000
1093244;1;13/05/77;
30393;1;09/05/77;2011
1085722;1;19/02/77;
997939;1;23/08/82;1004
1216760;1;18/04/70;2070
909886;1;15/04/69;2063
1046268;1;13/05/70;2092
885414;1;07/06/68;2092
951579;1;12/02/79;2080
1398300;1;08/11/78;1000
888069;1;26/06/76;2036
1103760;1;23/07/55;2000
216246;1;19/09/72;3000
946589;1;16/03/81;4023
84420;1;29/06/57;2033
1026407;1;07/01/66;2070
1220237;1;03/12/76;2073
871139;1;02/11/73;3000
1289361;1;21/05/52;3000
79742;1;19/09/81;8000
251375;1;28/03/84;1000
64115;1;26/11/85;2080
436885;1;21/09/85;2000
55330;1;10/04/85;1000
291844;1;11/11/85;4070
1333698;1;11/11/85;1002
1290843;1;23/03/88;3021
176033;1;29/04/88;1009
154581;1;07/02/05;2042
889224;1;08/05/04;1055
542715;1;20/02/90;3000
1031610;1;15/12/15;1000
1367542;1;19/07/14;1091
471748;1;02/09/13;1145
163038;1;12/11/97;3000
1079079;1;12/11/97;3000
63880;1;23/10/96;3083
1294356;1;29/11/97;3002
1037261;1;26/08/97;3002
991361;1;04/10/03;3011
1302010;1;20/09/03;3062
474760;1;29/06/04;3000
903101;1;01/10/03;3000
460240;1;02/01/04;3037
145085;1;07/05/90;3011
380048;1;24/10/94;3000
33622;1;12/01/88;3000
32291;1;06/05/94;9100
31978;1;01/03/93;3021
896853;1;16/11/93;3002
1301544;1;14/04/93;3003
1092818;1;17/02/01;3042
1093791;1;18/10/00;3000
968257;1;03/08/15;2091
1052981;1;12/09/00;3000
33562;1;25/08/77;9010
1218948;1;06/08/77;1004
402682;1;10/08/77;3000
324222;1;24/11/84;1000
898336;1;22/09/79;2089
1334334;1;14/06/68;3200
42538;1;05/06/81;1100
334434;1;10/06/81;2090
297412;1;11/09/81;4059
953015;1;02/02/81;8030
983878;1;27/05/81;9000
35352;1;30/06/81;8060
42549;1;20/02/81;2082
154866;1;21/12/80;9060
66955;1;02/04/81;1250
888416;1;23/04/07;1000
497771;1;23/04/07;1002
529181;1;03/09/11;2030
982463;1;03/07/79;2013
482461;1;03/01/79;2051
173728;1;02/08/78;4100
166836;1;10/04/76;4070
176159;1;11/11/77;8030
151082;1;03/03/73;1000
223894;1;06/08/69;3011
896043;1;26/09/69;2092
713628;1;25/08/64;2033
904582;1;27/12/83;2092
998671;1;08/02/05;1003
1098061;1;05/07/04;1003
1218058;1;18/09/04;1005
501070;1;18/02/05;1068
361317;1;25/09/14;9100
1383355;1;29/09/14;
485596;1;24/02/15;3000
73030;1;21/07/86;1002
1016342;1;13/05/86;2013
537131;1;30/09/86;2045
542249;1;23/07/86;2036
994539;1;24/12/79;7000
860842;1;06/02/80;2070
72316;1;21/06/79;3072
954631;1;17/06/71;3002
1200010;1;04/03/74;4000
1045463;1;04/03/74;4051
1235729;1;04/03/74;2041
886606;1;02/11/70;2036
1333300;1;30/10/72;3041
477370;1;29/04/81;1013
87593;1;24/07/68;2083
1092517;1;13/04/79;7000
48371;1;14/09/76;4180
896733;1;17/10/84;1164
389814;1;16/08/84;7030
1335599;1;16/08/84;2013
256233;1;28/11/84;2092
959732;1;26/12/84;1095
948073;1;27/03/72;1006
1219396;1;11/11/61;2000
1028011;1;19/10/76;2092
1033497;1;21/03/70;2050
1296865;1;14/07/80;2055
170391;1;24/07/80;1100
898463;1;10/04/80;7000
1166321;1;06/01/76;2036
1098069;1;15/07/75;2073
252013;1;10/11/75;3052
1232713;1;03/09/62;3000
884528;1;21/11/81;2000
491523;1;01/10/81;3000
1263775;1;19/04/87;8021
386226;1;21/08/80;3000
994822;1;10/01/57;6100
157842;1;02/11/83;2080
308301;1;04/01/84;1029
1044367;1;29/03/84;2080
881978;1;27/01/84;2011
946746;1;11/11/85;2042
1372881;1;11/11/85;
481998;1;18/03/88;2070
84321;1;05/06/87;4051
895574;1;08/06/87;2011
80668;1;04/08/04;7035
1081059;1;13/01/05;2070
1068800;1;28/08/04;2070
379482;1;04/11/14;2082
31573;1;10/09/90;3000
980350;1;17/09/15;1001
1064733;1;24/01/15;1007
387553;1;08/01/04;3021
467620;1;17/12/04;3000
948641;1;12/08/04;3064
136165;2;20/07/04;3000
296362;1;14/05/92;3013
472391;1;29/04/15;7000
544265;1;21/10/93;
28759;1;09/05/90;3060
1103172;1;17/12/90;3000
1300274;1;30/04/94;3031
1093129;1;05/11/93;
1038254;1;31/03/93;3000
155745;1;29/08/00;3021
385037;1;29/01/14;1000
88322;1;05/10/00;1000
916088;1;06/03/85;2017
1165512;1;17/01/86;2080
424667;1;09/02/05;2045
1400028;1;13/03/04;1055
1083944;1;31/05/07;2070
865349;1;10/11/04;1003
291219;1;01/11/04;2028
906032;1;01/11/04;2094
63495;1;11/05/91;2092
1091583;1;11/04/92;1082
966407;1;25/01/92;1095
1087089;1;18/02/87;2074
53871;1;19/12/86;2051
1090672;1;02/02/96;
205653;1;02/09/06;3000
521233;1;04/03/06;3000
159983;1;06/03/06;3000
227991;1;21/09/67;3000
42677;1;14/02/73;2013
504990;1;19/02/73;3160
905953;1;09/07/73;2050
892286;1;14/12/79;8000
361137;1;08/11/85;1000
45121;1;19/10/85;1000
182322;1;15/08/86;2021
97970;1;14/06/86;2080
63307;1;07/01/84;2092
376169;1;25/11/83;1009
1302443;1;29/11/83;2080
220138;1;12/03/79;2080
534973;1;05/12/83;2036
885215;1;01/07/83;4000
28575;1;16/11/89;1064
1111844;1;30/11/88;9022
1303396;1;24/09/87;2090
889639;1;06/02/89;1009
74085;1;28/03/88;2052
253744;1;22/07/88;2013
157837;1;07/09/93;3002
899420;1;13/02/93;3040
395068;1;15/02/14;3000
935387;1;28/10/88;2013
982345;1;04/02/89;1006
903539;1;23/01/88;2010
1306925;1;19/04/83;2013
391018;1;14/10/06;2074
294600;1;10/10/06;3000
908455;1;02/03/76;2060
28446;1;20/01/75;1124
173695;1;06/10/84;2082
172675;1;05/09/84;5011
172781;1;21/07/79;2040
1064746;1;07/01/80;2037
158330;1;30/08/79;1110
336074;1;30/07/79;2074
383119;1;24/07/79;2037
1103830;1;24/07/79;2080
327058;1;28/08/79;4000
1002927;1;18/06/79;6010
881995;1;28/05/80;8075
537005;1;16/02/88;2086
579224;1;18/12/87;1007
420632;1;17/07/81;2092
1376610;1;05/10/81;
457556;1;11/11/81;8116
507596;1;10/09/80;2010
55140;1;01/03/84;2051
1097722;1;03/05/84;2070
1235771;1;03/05/84;8070
479421;1;27/06/83;1009
533733;1;01/12/83;2090
1300215;1;21/11/90;2009
362544;1;19/07/91;2086
65041;1;04/10/91;2070
226735;1;07/02/11;3000
236934;1;12/03/11;3012
57857;1;12/03/11;3000
999407;1;29/04/92;2000
249258;1;31/07/91;1007
978214;1;30/06/95;3000
444014;1;31/01/07;3060
1096057;1;29/09/94;3002
878542;1;10/01/96;3003
403272;1;13/01/96;3000
174394;1;17/08/06;3000
862306;1;02/01/96;3003
1082078;1;28/03/87;
174220;1;25/12/86;3000
391958;1;28/03/03;3011
63454;1;08/10/02;3000
71191;1;28/05/03;3000
1100119;1;05/01/87;3000
155302;1;02/05/90;3000
504710;1;15/01/16;1095
290030;1;20/11/15;2046
1383364;1;15/09/09;
387325;1;25/10/08;3000
1235715;1;09/11/93;3000
49290;1;16/07/87;0
1104612;1;25/08/87;3000
480657;1;19/07/04;2074
330812;1;15/10/04;2078
1328076;1;28/02/13;2089
383903;1;30/07/12;
30102;1;14/11/08;0
129694;1;18/03/08;1082
383569;1;16/06/80;1004
444425;1;04/08/79;2052
1022621;1;14/01/82;1000
917838;1;12/04/75;3000
44994;1;09/12/85;2074
1227159;1;28/04/81;4234
278943;1;18/07/02;1013
877177;1;03/09/98;2060
905883;1;05/09/98;2052
977544;1;04/06/98;8000
369000;1;16/08/02;2080
84562;1;10/06/98;3000
1366763;1;18/12/75;3100
369269;1;28/10/75;3000
166667;1;30/04/75;8050
1300530;1;14/07/76;1002
282023;1;16/01/76;4023
31689;1;22/09/76;2080
443160;1;25/06/77;9014
354758;1;08/01/01;9183
177711;1;01/12/99;2045
30751;1;28/03/97;1110
66266;1;17/10/00;2037
76557;1;18/03/62;5000
71796;1;17/12/81;2045
1003347;1;12/09/80;5180
539295;1;21/07/72;1075
985046;1;05/11/04;3100
1082579;1;03/01/05;1125
1010501;1;04/12/04;2094
513763;1;15/06/79;4170
881922;1;18/12/73;2037
1016976;1;09/12/76;2091
384088;1;14/09/76;2080
359111;1;27/01/72;1124
250843;1;27/03/73;2015
238200;1;05/09/92;3041
151223;1;30/03/76;4000
896541;1;24/11/75;2010
946118;1;09/10/75;7130
144962;1;20/05/75;4100
480214;1;26/12/74;6052
350978;1;12/10/76;3040
1309963;1;16/08/05;1002
83440;1;25/08/81;8013
341372;1;27/08/81;1009
64256;1;31/08/81;2037
884318;1;25/11/81;5000
682077;1;05/09/83;1095
32374;1;24/11/87;2083
273026;1;12/04/83;2074
946077;1;15/07/83;2074
476304;1;20/02/80;4000
984096;1;30/03/82;1005
163984;1;02/11/79;2046
59944;1;09/11/04;2083
30967;1;21/03/80;1130
1299940;1;16/11/82;3000
409629;1;23/11/85;3000
350421;1;23/11/85;3000
178920;1;21/11/84;3000
286390;1;12/03/73;2090
177541;1;29/09/71;2000
1096990;1;02/05/73;3000
1228963;1;06/11/71;1003
439886;1;17/07/78;3000
32333;1;22/06/78;8060
30492;1;11/09/78;2030
264433;1;11/09/78;
1316935;1;31/07/78;2042
1044820;1;04/08/78;3100
1103536;1;14/09/78;2000
99291;1;10/06/61;1082
27930;1;21/01/58;4000
1097761;1;12/05/62;2000
313793;1;31/03/67;1013
1004528;1;07/04/67;2010
268361;1;22/11/94;2037
421579;1;11/11/82;8070
913442;1;25/06/90;3052
387905;1;06/07/90;3000
48948;1;10/07/91;3011
30942;1;15/02/91;3000
1313230;1;13/06/84;2081
159938;1;17/05/86;3000
1098994;1;19/07/01;3000
698121;1;05/04/00;3044
77274;1;03/10/96;2087
483861;1;03/10/96;2051
77409;1;28/05/96;1005
49220;1;20/05/00;2080
405427;1;22/05/00;2042
907302;1;24/05/00;2080
1215225;1;04/10/96;1009
383315;1;23/07/04;2080
362966;1;01/10/03;2070
283933;1;17/02/97;2080
277664;1;05/06/78;5050
1298929;1;27/08/77;8050
209860;1;17/01/77;2080
897352;1;22/09/77;1130
192825;1;20/12/77;7000
900947;1;08/11/78;3182
895255;1;12/06/62;2070
887572;1;02/02/81;5014
6044;1;21/03/59;2037
977639;1;25/06/81;8000
1309879;1;13/01/05;2023
220036;1;16/07/05;2016
364679;1;18/06/05;6100
1400433;1;18/08/11;2013
1045132;1;30/11/11;1004
1096566;1;23/03/00;3052
536277;1;05/05/12;2013
1083030;1;05/09/11;2015
1212053;1;16/03/79;2026
35223;1;25/05/79;2071
50153;1;14/09/79;7000
991874;1;21/03/79;2073
256868;1;13/01/78;3100
154312;1;06/01/78;8030
887866;1;28/12/77;2092
981496;1;08/04/78;2070
1049587;1;09/07/68;1000
1079216;1;13/07/68;3041
1316830;1;09/07/70;3002
1090835;1;19/04/71;2073
1067512;1;27/01/83;5170
212130;1;14/01/56;1082
1308323;1;07/05/79;3018
80862;1;08/08/81;2000
1000122;1;14/09/04;1009
446259;1;29/06/05;2053
158531;1;31/03/05;2037
210908;1;28/08/04;1003
351831;1;09/01/79;2045
244442;1;03/05/79;2083
1085653;1;19/03/79;3100
30582;1;29/11/79;2011
1212058;1;07/07/79;2015
946788;1;16/05/79;1055
299085;1;12/04/84;2078
382909;1;25/03/81;2036
790382;1;16/12/81;2092
383585;1;09/10/82;2070
65095;1;26/08/82;2062
889822;1;07/04/82;1002
885160;1;05/04/83;3029
1045891;1;16/07/82;1082
984146;1;24/06/82;2080
668905;1;24/06/82;1091
345745;1;25/11/88;2021
268707;1;12/05/89;2033
1098183;1;04/11/89;1069
252210;1;08/11/89;1001
883685;1;28/05/87;2013
671647;1;13/06/05;3000
1169701;1;10/05/94;2089
67235;1;22/06/95;1002
891767;1;13/04/93;2000
49004;1;08/09/94;2052
396450;1;08/09/94;2053
48993;1;22/07/93;2052
1063854;1;20/09/89;3060
1234117;1;21/09/88;3027
953408;1;03/10/88;3000
1052737;1;30/01/90;3000
374139;1;18/02/85;3000
262137;1;24/09/01;
206483;1;17/04/01;2045
1047170;1;01/09/15;1001
1064675;1;04/06/15;1073
903151;1;01/12/00;3013
1078055;1;30/08/85;3000
454852;1;03/05/94;3040
520015;1;11/06/94;3000
1038475;1;11/06/94;3002
995395;1;08/11/93;3000
1099675;1;04/12/93;3000
936858;1;30/04/93;3023
1092586;1;17/05/79;2092
388012;1;20/01/86;8000
1301726;1;28/12/78;1145
26809;1;15/08/58;3000
899237;1;31/01/83;2040
1103085;1;13/09/93;2013
1375770;1;09/10/93;
29383;1;02/05/95;2013
49673;1;20/08/93;1095
1263575;1;14/09/93;2016
940449;1;15/07/93;7000
49475;1;08/08/80;0
360985;1;04/05/81;2020
1219607;1;31/01/81;1002
883470;1;22/05/81;5000
42935;1;18/04/81;2000
375171;1;22/05/81;2013
427307;1;28/04/81;1002
211891;1;12/12/80;3200
1052321;1;17/02/81;3000
33564;1;20/05/81;1000
87320;1;12/06/81;2070
896100;1;16/11/88;2063
1215009;1;14/11/88;2063
28899;1;15/04/88;0
1310107;1;22/11/60;2070
173741;1;09/08/83;1008
171728;1;20/10/83;2097
200057;1;02/05/83;2037
151451;1;21/07/60;2080
886368;1;11/11/61;7050
938400;1;27/11/58;2036
1052642;1;31/07/99;2046
864821;1;02/06/99;4054
1323419;1;31/05/96;2053
869516;1;24/04/96;2000
1219401;1;05/08/99;1009
1320076;1;09/05/81;2015
898026;1;14/12/77;2001
212609;1;09/11/81;4100
1303702;1;21/05/82;2055
1307059;1;09/11/74;1009
1082297;1;08/06/88;1110
448456;1;17/09/73;3100
431239;1;25/10/00;2086
1064672;1;24/10/00;2074
1287937;1;04/07/00;1006
30519;1;27/10/79;2082
1092863;1;16/07/80;3000
459868;1;22/03/80;8011
340486;1;29/10/79;1100
399610;1;07/07/79;1004
171231;1;28/05/79;4000
434991;1;20/10/79;2037
898918;1;07/05/79;4051
909351;1;18/11/74;4051
976238;1;17/02/76;8000
1297458;1;19/02/70;2050
173763;1;30/11/76;3000
358033;1;28/07/76;3000
49387;1;31/03/77;0
1009302;1;15/02/77;2009
372047;1;30/09/89;2034
309712;1;07/02/94;1013
1093905;1;05/06/97;3012
1049806;1;05/11/96;3000
29032;1;03/02/94;3021
908903;1;08/02/94;3081
408207;1;23/06/97;3018
1084447;1;06/12/97;3002
1104995;1;18/08/97;3000
1001692;1;18/06/09;1000
878320;1;03/06/97;1005
908755;1;04/06/97;2013
180144;1;02/11/99;3002
1069953;1;05/05/00;3099
973831;1;22/09/00;3042
272089;1;22/09/00;3052
208647;1;22/09/00;3013
1046109;1;27/09/00;3042
539465;1;07/02/84;3000
968526;1;08/02/86;2080
534304;1;05/12/86;2000
1518883;1;24/07/87;1001
244059;1;20/02/89;3000
1300206;1;29/12/87;3002
1312140;1;08/05/13;3011
1326435;1;25/11/13;3011
156841;1;25/11/10;2036
381804;1;29/01/11;1000
1035721;1;11/11/11;2094
381891;1;18/11/14;2089
35260;1;12/12/95;3000
1296316;1;15/12/95;3062
383208;1;18/10/94;3021
231664;1;10/02/87;3000
484528;1;23/09/02;0
1321968;1;30/04/90;3040
1093439;1;25/03/92;3000
899182;1;14/09/93;3000
357644;1;11/01/90;3000
1096222;1;17/03/95;3013
403539;1;07/03/15;1009
442540;1;07/09/90;6000
498005;1;10/10/15;2000
522995;1;16/10/09;3000
521060;1;11/10/08;3000
28891;1;23/04/94;3003
32415;1;16/03/95;3000
1101393;1;04/05/90;3074
360109;1;14/07/87;3003
498746;1;06/12/99;2074
506471;1;03/12/99;2080
1016095;1;02/12/99;2065
973535;1;12/09/87;3000
1087111;1;07/09/92;1000
250422;1;04/05/04;2037
279078;1;29/01/13;2045
509425;1;11/02/13;1009
1370662;1;21/04/12;2050
870943;1;18/09/87;5011
72419;1;28/07/97;1000
235644;1;09/11/95;2015
1288475;1;14/11/95;2041
30700;1;01/08/97;2051
309368;1;27/11/95;2045
526458;1;06/08/86;0
224663;1;14/08/86;2080
1099371;1;08/05/99;3000
530558;1;10/12/10;3000
1084679;1;02/01/10;1074
526726;1;03/09/09;3000
396048;1;26/04/10;3000
406889;1;28/04/10;2094
353966;1;12/03/90;8045
1101296;1;03/05/90;1004
57117;1;30/06/82;1000
267121;1;15/11/82;1000
384702;1;10/06/82;
992483;1;14/06/82;2086
84540;1;14/06/82;2092
894114;1;28/04/67;2013
462934;1;25/01/71;1113
1046985;1;24/12/59;4000
270556;1;20/01/83;1003
881991;1;25/01/83;1009
144555;1;19/02/86;2052
1105088;1;25/02/86;2053
1364030;1;15/09/06;2050
152857;1;13/11/06;1005
907459;1;27/07/72;2070
162653;1;27/12/72;8170
304483;1;17/05/73;2036
54777;1;22/09/72;2092
1081222;1;25/12/02;2086
35146;1;16/11/85;2013
56871;1;17/03/03;
223922;1;09/12/02;2057
1330177;1;28/01/03;2062
382556;1;08/08/83;1005
1011555;1;14/09/92;3011
983872;1;13/03/82;1005
1040574;1;24/03/82;2000
948134;1;30/07/88;2083
384141;1;09/09/87;1004
28776;1;10/11/89;0
1233319;1;22/07/06;1004
425015;1;05/08/06;2053
462129;1;31/01/05;1241
185481;1;03/02/06;1000
888201;1;09/05/80;6100
1097207;1;06/05/80;3001
1302222;1;15/03/79;2080
283144;1;28/11/78;2051
869827;1;22/12/01;2000
1032966;1;19/02/02;1053
477352;1;01/04/02;2000
83959;1;11/03/63;3000
370349;1;23/02/74;2063
48696;1;23/10/74;3021
1023404;1;25/04/08;3042
261583;1;12/08/10;
1095607;1;09/12/81;2009
901199;1;13/05/82;2080
892364;1;29/11/82;2094
1019234;1;08/07/82;2013
1361843;1;27/02/82;2033
66403;1;29/06/82;0
945225;1;14/11/96;1091
881309;1;02/11/83;2036
892101;1;09/02/81;2066
893200;1;22/02/75;2037
1080188;1;16/01/78;2035
938336;1;21/03/59;7000
220677;1;22/02/82;3100
353910;1;07/12/82;3000
386202;1;24/09/87;1004
1316582;1;24/03/88;7050
166953;1;14/12/88;1000
876327;1;27/05/89;1164
1225327;1;18/09/73;2092
151005;1;28/12/74;4100
178616;1;09/01/74;5070
1326524;1;13/11/09;3000
406728;1;13/03/07;0
522585;1;17/06/06;3021
370516;1;09/12/06;3000
1050869;1;14/04/99;3050
339948;1;14/01/03;2083
1048653;1;11/10/02;3000
253905;1;01/11/02;3002
253699;1;17/03/10;3021
484598;1;22/07/08;3021
1051254;1;01/06/09;3000
1329665;1;24/05/04;3002
87168;1;07/08/10;2016
289329;1;16/09/05;3000
1002058;1;22/05/13;1006
951191;1;12/03/15;1046
388666;1;17/02/15;3000
399067;1;11/02/15;3011
31940;1;17/10/92;8043
347686;1;30/11/96;2036
874173;1;08/07/96;8000
372846;1;16/04/11;3000
1307128;1;09/11/99;2096
505593;1;21/07/99;2052
352091;1;02/09/93;2080
914102;1;15/10/96;1005
936966;1;13/06/01;2042
417846;1;25/08/00;2005
1051612;1;10/10/05;3021
259987;1;19/04/04;3000
998787;1;17/09/04;2045
535439;1;22/06/07;3010
113058;1;30/01/08;4023
1093482;1;09/12/05;3000
1043509;1;16/08/07;3021
1383306;1;06/09/07;
345559;1;09/05/02;3021
872900;1;09/07/02;3000
881583;1;03/04/84;2089
205537;1;10/04/84;2041
1289794;1;26/09/77;2042
944074;1;23/11/78;5020
303316;1;06/04/72;2050
1327237;1;27/07/02;2045
906962;1;21/09/02;1009
250193;1;11/07/08;1135
1083157;1;21/08/08;2000
1026245;1;29/05/76;2000
235800;1;30/05/03;1000
399242;1;01/12/03;2074
315173;1;20/01/03;2041
1030038;1;16/02/81;3200
1303292;1;15/08/81;5111
32914;1;06/05/81;7050
166746;1;02/03/81;4111
945242;1;13/05/81;4234
28375;1;11/09/98;2036
1103653;1;10/11/75;5000
892007;1;10/05/76;1004
367805;1;20/07/76;2045
1291861;1;27/11/99;2097
1051270;1;23/02/01;1002
1045966;1;23/10/82;1009
225597;1;28/10/82;1005
1222860;1;12/02/80;2060
565279;1;13/07/78;2037
874774;1;13/06/80;4023
468251;1;22/09/04;2074
35070;1;02/07/51;1000
151135;1;03/02/82;2083
869690;1;18/02/77;3011
1090734;1;25/04/81;4000
1218249;1;25/10/72;2045
1007724;1;30/05/74;3000
280767;1;24/02/72;3000
538671;1;14/06/88;6021
1083759;1;28/11/89;4116
1362876;1;13/02/89;2082
882509;1;02/02/90;2000
1216645;1;20/04/89;4054
84235;1;09/09/88;1002
487729;1;24/09/92;3000
900194;1;19/11/75;1003
306377;1;13/05/75;3000
432829;1;03/02/76;3100
1300666;1;10/06/76;2052
261112;1;21/09/83;
476414;1;22/08/83;2026
863539;1;25/06/05;2051
1084254;1;08/07/05;1057
870706;1;28/08/81;2092
883353;1;22/08/81;1003
245934;1;28/02/87;2046
1329096;1;25/09/81;2083
1322063;1;12/09/81;2034
208878;1;20/06/83;2010
1297684;1;21/09/83;2052
863001;1;21/09/83;1006
206671;1;26/08/83;2016
891773;1;10/06/80;3100
1298218;1;15/09/79;5080
71923;1;20/07/05;2060
1333495;1;29/05/80;5033
1097541;1;11/01/80;6000
543248;1;05/05/80;2015
1372925;1;22/03/82;
1097222;1;13/05/83;3012
1099377;1;15/10/01;3012
247756;1;10/09/71;8000
896012;1;18/07/73;1055
1295773;1;29/03/72;1002
523671;1;19/07/72;3060
891806;1;22/03/78;8050
308951;1;26/08/76;4000
1234469;1;06/05/62;4000
878369;1;11/10/97;8000
257074;1;21/10/08;2073
1016595;1;28/04/09;2046
400990;1;07/01/92;3000
35245;1;12/06/84;3000
1292530;1;18/11/83;3064
1091523;1;21/11/85;3000
1295844;1;08/05/82;3000
393233;1;24/11/84;3060
1031624;1;19/05/00;2042
1053141;1;06/05/97;1006
953760;1;03/02/97;6100
385717;1;27/11/92;8021
1045805;1;13/10/03;2070
379383;1;20/10/03;1111
1017132;1;19/12/03;2074
175043;1;25/03/92;2070
979765;1;25/09/92;1053
976607;1;17/09/90;4021
431659;1;24/03/11;3000
425607;1;11/04/13;3000
420244;1;19/09/11;3072
365633;1;01/08/11;3000
